SHA,cbo,wmc,dit,rfc,lcom,totalMethods,totalFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,uniqueWordsQty,defect
296dfe2f178985ba8822d09e02162129231961a90,51,45,19,128,27,27,3,6,508,21,2,9,3,0,79,17,69,8,50,9,322,0
296dfe2f178985ba8822d09e02162129231961a91,51,45,18,127,27,27,3,0,508,21,2,9,3,0,79,17,69,8,50,9,322,1
299d74d802d4185ca1ca3e92fd0d032289f876fc0,19,37,2,23,244,33,18,19,235,29,0,1,0,1,15,3,49,0,23,2,164,0
299d74d802d4185ca1ca3e92fd0d032289f876fc1,18,37,2,23,244,33,18,0,234,29,0,1,0,1,15,3,49,0,23,2,163,1
29a7828c5f7316713c625cbf1765a4f82457c0b60,3,52,1,21,17,14,4,9,153,18,0,9,6,3,20,18,28,15,16,2,55,0
29a7828c5f7316713c625cbf1765a4f82457c0b61,4,49,1,19,17,14,4,0,153,18,0,8,6,0,20,16,28,15,16,2,55,1
2a8d6c75205b13cd9bef2b7f7d47723e1c86454e1,7,19,2,18,14,9,5,1,115,2,3,3,0,1,0,7,16,2,14,3,82,1
2a8e3c0d5e730b71d9e667c04807cc262aba56dc0,31,73,5,59,43,11,18,16,332,5,11,27,1,21,77,64,116,41,98,8,203,0
2a8e3c0d5e730b71d9e667c04807cc262aba56dc1,31,72,2,57,43,11,18,0,327,5,11,27,1,21,76,64,116,41,98,8,203,1
2a8e6a74c46cbc29061454d4405dad3d55d1c5710,22,11,4,60,0,6,9,0,150,0,0,2,1,0,7,4,27,1,26,4,110,0
2a8e6a74c46cbc29061454d4405dad3d55d1c5711,25,11,3,60,0,6,9,0,150,0,0,2,1,0,7,4,27,1,26,4,110,1
2a9ef004a644bdc5b9bd30514e2076e32c4d098f0,96,354,2,132,6,108,6,2,1446,9,52,58,0,5,275,21,94,7,85,6,208,0
2a9ef004a644bdc5b9bd30514e2076e32c4d098f1,26,352,2,131,10,106,5,0,1435,8,52,58,0,5,275,21,93,7,84,6,206,1
2abf0b2c6f8649e786da780f35337b27849de1680,24,114,2,101,1,19,26,3,525,14,6,22,11,9,20,47,143,21,83,5,183,0
2abf0b2c6f8649e786da780f35337b27849de1681,36,112,1,94,5,19,26,0,511,14,6,21,11,9,20,47,139,21,82,5,183,1
2acbbed029bb6523d044267ed8882ee12f3dc4530,5,60,2,29,136,22,14,3,333,38,1,5,4,1,60,4,27,5,21,3,171,0
2acbbed029bb6523d044267ed8882ee12f3dc4531,21,60,2,29,136,22,14,0,333,38,1,5,4,1,60,4,27,5,21,3,171,1
2b62e3a061e398d800675cc4848ee4038d43315f1,37,285,8,92,2145,85,26,41,1149,75,48,81,0,19,4,172,460,127,283,7,324,1
2b94a4fedf68a97a4b5a05a0a01ac8062bc11f6a0,21,48,5,49,2,9,24,2,241,4,7,3,0,10,5,64,81,18,45,3,147,0
2b94a4fedf68a97a4b5a05a0a01ac8062bc11f6a1,20,40,4,41,5,8,22,0,218,4,5,2,0,10,4,52,73,16,39,3,144,1
2bfda259fa935a4b49ca353ba406b337e9d439010,5,8,1,16,6,4,1,0,43,4,0,3,1,0,2,3,7,1,4,1,27,0
2bfda259fa935a4b49ca353ba406b337e9d439011,8,8,1,16,6,4,1,0,43,4,0,3,1,0,2,3,7,1,4,1,27,1
2c084ff92f387c34b93aaf3cceccdbe507db75890,5,6,2,4,6,4,2,0,25,5,0,0,1,0,3,0,2,0,2,2,41,0
2c084ff92f387c34b93aaf3cceccdbe507db75891,8,6,1,4,6,4,2,0,25,5,0,0,1,0,3,0,2,0,2,2,41,1
2c13aea6248ddbf9d2d5eb53b7aa0f882cb949dd0,17,73,2,71,0,12,21,3,254,9,4,31,0,3,0,27,73,16,60,5,110,0
2c13aea6248ddbf9d2d5eb53b7aa0f882cb949dd1,20,73,1,66,0,12,21,0,254,9,4,31,0,3,0,27,73,16,60,5,110,1
2c1ef266ac905294f05169ba99afbb013e7e8c6c0,17,17,6,17,2,6,4,3,118,8,3,1,0,0,6,2,9,0,8,3,89,0
2c1ef266ac905294f05169ba99afbb013e7e8c6c1,22,19,5,19,2,6,6,0,146,8,3,1,0,0,8,4,11,0,10,3,103,1
2c966fe7ad1965688e65aa72517f27051685588b1,45,123,2,90,782,49,27,0,471,14,1,32,0,0,11,13,81,3,50,6,231,1
2cbc53d419e284de9c203ad511705b3a14714c190,27,41,5,32,0,23,12,1,328,18,0,5,3,0,5,4,24,5,20,4,147,0
2cbc53d419e284de9c203ad511705b3a14714c191,27,38,3,31,0,21,11,0,301,17,0,4,3,0,8,4,22,6,18,3,137,1
2cd1f927e4e75585f03e6233631047204a3740e60,5,3,2,8,3,3,4,0,32,0,0,0,0,0,36,1,8,5,8,0,60,0
2cd1f927e4e75585f03e6233631047204a3740e61,5,3,1,8,3,3,4,0,32,0,0,0,0,0,36,1,8,5,8,0,60,1
2d2a1d5dae20ab91705d757f138d1ede455faca40,27,15,1,36,28,9,4,0,92,3,2,1,0,1,3,3,20,1,18,3,77,0
2d2a1d5dae20ab91705d757f138d1ede455faca41,26,15,1,36,28,9,4,0,91,3,2,1,0,1,2,3,20,1,18,3,77,1
2d2e20de521ebe64f18fd3d2a59937fdec1956410,20,53,10,60,249,33,12,9,281,14,1,12,3,0,7,7,20,1,14,5,129,0
2d2e20de521ebe64f18fd3d2a59937fdec1956411,23,54,8,59,368,34,12,0,251,13,1,12,3,0,7,7,20,1,14,4,117,1
2d305871490dcd58002b1c0bb21b5925d14b61f50,52,90,3,134,8,10,10,6,456,15,12,19,1,3,14,12,114,7,90,9,241,0
2d305871490dcd58002b1c0bb21b5925d14b61f51,73,89,3,120,8,10,10,0,456,15,12,18,1,3,14,12,114,7,90,9,241,1
2dd158e9514b89ec545169f4fd8fa863f9c099de1,35,102,2,105,208,22,1,15,423,46,2,34,18,0,114,6,62,3,54,4,134,1
2dd19121fc41c57c12141047a939f0b034a149b40,38,91,7,61,1254,59,46,0,428,39,0,5,1,7,67,20,60,13,63,6,257,0
2dd19121fc41c57c12141047a939f0b034a149b41,46,91,7,61,1254,59,46,0,428,39,0,5,1,7,67,20,60,13,63,6,257,1
2df13ee42697c025aaa04a56ef5d4ecebf421d6a0,23,9,6,10,5,8,1,0,77,4,0,0,0,0,1,0,4,0,4,0,51,0
2df13ee42697c025aaa04a56ef5d4ecebf421d6a1,28,9,4,10,5,8,1,0,77,4,0,0,0,0,1,0,4,0,4,0,51,1
2e1456517ae86f5070074729a725e4633fccd4290,1,4,1,6,0,3,6,4,19,2,0,0,0,0,5,0,6,1,7,1,29,0
2e1456517ae86f5070074729a725e4633fccd4291,5,4,1,6,0,3,6,0,19,2,0,0,0,0,5,0,6,1,6,1,29,1
2e2e1dff52a1f0598241c53a20683f4c460eb0ab0,99,317,14,316,871,89,34,14,1703,73,34,32,32,6,98,78,230,52,203,31,629,0
2e2e1dff52a1f0598241c53a20683f4c460eb0ab1,136,316,12,295,871,89,34,0,1691,71,34,31,32,6,95,78,229,51,202,31,627,1
2e5bb37b48746edd144a394e2fed915d839b6b800,46,56,11,121,39,32,22,4,486,12,5,4,0,3,18,13,47,18,40,8,268,0
2e5bb37b48746edd144a394e2fed915d839b6b801,48,56,8,118,39,32,22,0,486,12,5,4,0,3,18,13,47,18,40,8,268,1
2e8f21dec883b083ddcdddd802847b4c378a61a21,6,35,1,27,207,23,12,2,164,15,0,10,2,0,6,0,29,0,20,3,93,1
2eb0c350a0a0ddc9897a3b522397adf41d0e55c80,9,19,1,23,8,8,5,2,86,5,1,4,1,0,3,0,19,0,14,4,67,0
2eb0c350a0a0ddc9897a3b522397adf41d0e55c81,11,18,1,23,8,8,5,0,85,5,1,4,1,0,3,0,19,0,14,4,67,1
2eba8e2142e674bef3ff2ddacb2729902cc81d0a0,21,29,5,74,36,10,3,3,258,12,4,5,0,1,15,2,46,4,42,3,181,0
2eba8e2142e674bef3ff2ddacb2729902cc81d0a1,22,29,2,74,36,10,3,0,260,12,4,5,0,1,14,2,47,4,43,3,182,1
2ecc2a8f2f8a8e3fbf270585350e2217e525cff40,3,45,4,10,161,22,29,7,243,30,6,4,0,24,0,58,61,69,42,6,168,0
2ecc2a8f2f8a8e3fbf270585350e2217e525cff41,1,44,4,9,161,22,29,0,242,29,6,3,0,23,0,58,61,67,42,6,168,1
2ed75906c0bf4b8e259f1fde7d447e775b3724850,192,24,2,46,49,15,1,0,235,13,2,3,1,0,20,1,34,2,33,1,152,0
2ed75906c0bf4b8e259f1fde7d447e775b3724851,200,24,1,44,49,15,1,0,235,13,2,3,1,0,20,1,34,2,33,1,152,1
2edac4fd8fccfce032e11692a9c0e4df4202bf920,6,14,1,13,11,6,7,1,104,2,0,2,0,6,0,12,34,13,27,1,109,0
2edac4fd8fccfce032e11692a9c0e4df4202bf921,7,14,1,13,11,6,7,0,104,2,0,2,0,6,0,12,34,13,27,1,109,1
2f2ba2f93adfc9beb0a4cbb9e4b72a5d6c53f39f1,11,146,2,40,1084,53,19,8,351,80,0,59,2,36,28,19,47,36,25,3,81,1
2f341aa346dc7aa4970793b3498c17c10f657dd00,46,84,7,67,624,56,15,7,617,9,3,19,1,0,13,11,48,3,42,7,376,0
2f341aa346dc7aa4970793b3498c17c10f657dd01,49,83,5,65,619,55,15,0,604,9,3,19,1,0,13,11,46,3,40,7,376,1
2f803c8f03688a02e5ebef44353d59b4af3e6f260,2,355,2,71,441,34,32,19,1235,72,11,158,6,48,107,317,274,80,131,6,454,0
2f803c8f03688a02e5ebef44353d59b4af3e6f261,27,355,2,57,441,34,32,0,1235,72,11,158,6,48,107,317,274,80,131,6,455,1
2f94555f42817153dda5ca504954ce71c8850f2e0,24,154,2,59,93,16,19,2,348,29,4,54,2,27,48,70,136,52,71,6,137,0
2f94555f42817153dda5ca504954ce71c8850f2e1,27,155,2,55,93,16,19,0,348,29,4,54,2,27,48,70,136,52,71,6,137,1
2f9b9d63065ca7251faf56510399f26fa7d8b62b0,12,8,3,20,6,7,6,1,96,1,0,1,0,0,4,1,8,0,8,1,110,0
2f9b9d63065ca7251faf56510399f26fa7d8b62b1,15,8,2,19,6,7,6,0,96,1,0,1,0,0,4,1,8,0,8,1,110,1
2fb0c0b327998277c677c17ff280b1d2f8c69b650,37,154,10,83,2075,78,34,4,919,57,4,28,2,3,48,30,89,5,60,6,566,0
2fb0c0b327998277c677c17ff280b1d2f8c69b651,47,153,4,82,2075,78,34,0,919,57,4,27,2,3,48,30,89,5,60,6,567,1
3007d546431dd8dd9d422dac44d53b701c2fd46a1,10,19,2,11,63,15,6,0,77,8,0,3,1,0,7,0,10,2,9,2,50,1
300a6c3dab6076f7a427e0c869bee511ff6d3bbd0,34,37,6,61,10,9,5,1,228,2,0,8,5,0,13,1,29,0,28,5,120,0
300a6c3dab6076f7a427e0c869bee511ff6d3bbd1,32,37,3,59,10,9,5,0,228,2,0,8,5,0,13,1,29,0,28,5,120,1
300c5f63eb24e069ae90a418abed38817d7f4a030,29,45,8,59,21,21,12,1,405,8,6,9,1,0,21,8,41,3,39,5,198,0
300c5f63eb24e069ae90a418abed38817d7f4a031,41,45,8,58,21,21,12,0,405,8,6,9,1,0,21,8,41,3,39,5,198,1
3013c75ead8a61dace61c25054781f6fda338df30,5,58,2,41,215,28,6,8,236,21,7,13,0,0,8,4,29,3,23,4,78,0
3013c75ead8a61dace61c25054781f6fda338df31,20,58,2,40,215,28,6,0,236,22,7,13,0,0,8,4,29,3,23,4,78,1
3042e7d97193129670b087762c9d4b970512de820,5,18,2,27,74,13,2,3,139,2,1,0,0,2,0,45,27,20,13,2,124,0
3042e7d97193129670b087762c9d4b970512de821,5,18,1,29,74,13,2,0,140,2,1,0,0,2,0,45,28,20,14,2,125,1
3061fd6db6f372aa281dbb4eabb02a2b84d978620,7,38,2,20,0,19,8,0,216,7,9,5,0,1,0,4,24,0,14,4,91,0
3061fd6db6f372aa281dbb4eabb02a2b84d978621,7,37,2,20,0,19,8,0,212,7,9,5,0,1,0,4,23,0,14,3,91,1
3172a64ccbf62fd9e7bf6a5e9ec50a4d51d719901,20,44,6,44,176,27,6,0,236,6,1,5,0,1,26,12,25,0,16,4,136,1
3179d9225b7e024a16398b1e0ea38f6c49b625780,55,137,55,87,39,28,2,7,618,35,5,30,6,3,46,16,63,2,57,24,293,0
3179d9225b7e024a16398b1e0ea38f6c49b625781,59,133,12,82,39,28,2,0,606,34,4,29,5,3,45,16,61,2,55,24,289,1
317faeb5ece2c91fba3b26134ef9808677138c6a0,16,57,1,38,177,26,21,2,244,14,1,14,1,1,8,8,41,4,40,4,112,0
317faeb5ece2c91fba3b26134ef9808677138c6a1,19,57,1,36,179,26,21,0,244,14,1,14,1,1,8,8,41,3,40,4,112,1
3191499b130f1551fc33c03d19970d208269adc20,24,70,4,0,2211,70,0,0,228,2,0,0,0,0,0,0,0,0,0,0,303,0
3191499b130f1551fc33c03d19970d208269adc21,24,70,4,0,2211,70,0,0,228,2,0,0,0,0,0,0,0,0,0,0,303,1
31ab674c814bf8b987532fcd98b908a59047936f0,7,6,2,4,3,5,1,2,67,4,0,0,0,0,0,0,1,0,1,1,100,0
31ab674c814bf8b987532fcd98b908a59047936f1,9,5,2,3,1,4,1,0,59,3,0,1,0,0,0,0,2,0,2,1,83,1
31b1f95a347525fcaad455afc70338058c5e048d0,13,26,2,27,44,12,3,4,113,18,1,3,1,0,6,0,19,0,17,2,100,0
31b1f95a347525fcaad455afc70338058c5e048d1,13,26,1,26,44,12,3,0,113,18,1,3,1,0,6,0,19,0,17,2,100,1
3242ffcf09db4f6bd00702aa980985d402334bee1,2,69,1,50,64,12,8,18,235,39,7,33,2,1,20,23,41,6,32,7,77,1
32766219a7aa4d1c64f9d759de675bbd4e97ee280,295,154,285,89,179,152,211,0,2327,36,0,1,0,0,111,93,133,31,211,2,1483,0
32766219a7aa4d1c64f9d759de675bbd4e97ee281,263,147,47,87,174,145,211,0,2221,36,0,1,0,0,111,93,132,31,211,2,1237,1
328948c77f855df2450599db1d6e646a60931def0,8,2,2,2,0,2,2,0,30,1,0,0,0,0,2,0,3,0,3,0,36,0
328948c77f855df2450599db1d6e646a60931def1,9,2,1,2,0,2,2,0,32,1,0,0,0,0,2,0,3,0,3,0,42,1
3298473cec181375d7d97b0f7779983f4ac236dd0,9,21,2,50,6,4,0,0,123,3,7,1,0,1,20,5,47,8,46,6,74,0
3298473cec181375d7d97b0f7779983f4ac236dd1,21,21,1,46,6,4,0,0,123,3,7,1,0,1,20,5,47,8,46,6,73,1
329ff500894f6e9d4dc89b1b48701c6b3d7c9f8e0,19,17,6,58,0,9,6,0,134,4,0,4,0,0,3,5,13,1,13,3,105,0
329ff500894f6e9d4dc89b1b48701c6b3d7c9f8e1,17,17,5,53,0,9,6,0,132,4,0,4,0,0,3,5,13,1,13,3,114,1
32c26218584d035b44f9faca9d2431d6706ac3560,27,31,2,41,24,9,9,2,174,14,8,4,0,0,35,5,24,4,31,7,125,0
32c26218584d035b44f9faca9d2431d6706ac3561,35,29,1,34,18,8,9,0,159,12,8,3,0,0,33,4,22,4,29,7,106,1
33413371f64415f957388af630aa5f818e6a80e51,11,28,2,20,73,15,5,12,102,19,3,0,1,0,20,6,14,4,11,2,74,1
33430e8d477e70ab879595b47fcdc340e9659ea30,1,26,1,20,0,26,1,0,86,3,0,0,0,0,0,0,1,0,1,0,99,0
33430e8d477e70ab879595b47fcdc340e9659ea31,1,26,1,20,0,26,1,0,86,3,0,0,0,0,0,0,1,0,1,0,99,1
335e3dd5b5ddbdc2a7a719fd322b73393933dfa70,3,3,2,8,0,1,3,1,32,1,1,0,0,0,14,3,17,1,10,2,62,0
335e3dd5b5ddbdc2a7a719fd322b73393933dfa71,7,3,1,8,0,1,3,0,31,1,1,0,0,0,12,3,16,1,10,2,61,1
3379ee7df243997960e6d51b8f383995beaad6550,9,59,3,38,55,16,39,98,373,12,4,7,0,1,33,23,49,0,46,4,183,0
3379ee7df243997960e6d51b8f383995beaad6551,19,59,3,39,55,16,39,0,371,12,4,7,0,1,33,23,48,0,45,4,183,1
3380fdc119e7f85a43015fe7ff968a3230a4a8bd0,5,4,2,13,1,2,0,0,35,1,1,0,3,0,9,2,5,3,5,4,46,0
3380fdc119e7f85a43015fe7ff968a3230a4a8bd1,8,4,1,12,1,2,0,0,35,1,1,0,3,0,9,2,5,3,5,4,46,1
338a8f1e699dcdc297f48a9a0ecfb99d2b1c947b0,36,43,5,92,121,24,12,4,274,19,8,6,4,3,15,16,63,9,59,3,221,0
338a8f1e699dcdc297f48a9a0ecfb99d2b1c947b1,48,43,4,86,121,24,12,0,274,19,8,6,3,3,30,16,63,22,59,3,221,1
3420ac9754b8d39e4268aa170b1a9b4273434c241,9,16,1,16,15,6,1,2,79,11,0,4,2,0,2,0,11,1,9,2,61,1
342776216c6524e999c98f73684535fbd81471290,9,128,1,119,945,46,4,120,582,53,11,26,4,1,1005,46,146,106,133,3,285,0
342776216c6524e999c98f73684535fbd81471291,14,128,1,119,945,46,4,0,582,53,11,26,4,1,1005,46,146,106,133,3,285,1
3438b5bed29424ca3c99f2082f7d4afdf376c67f0,27,63,6,48,109,31,21,1,381,13,7,19,0,1,1,67,79,19,43,3,187,0
3438b5bed29424ca3c99f2082f7d4afdf376c67f1,21,63,3,48,109,31,21,0,381,13,7,19,0,1,1,67,78,19,43,3,187,1
3442b0f5919b60d95aeecb84b602fa113e2dd7dd0,25,39,3,62,6,9,12,1,192,6,6,5,0,0,26,3,29,7,31,5,232,0
3442b0f5919b60d95aeecb84b602fa113e2dd7dd1,32,39,2,59,6,9,12,0,192,6,6,5,0,0,26,3,29,7,31,5,232,1
34496b945c5c9ef3c3cdf0e838d00f3975d8d7a00,9,5,1,7,1,2,3,0,26,1,2,1,0,0,1,0,4,0,5,1,40,0
34496b945c5c9ef3c3cdf0e838d00f3975d8d7a01,9,5,1,5,1,2,4,0,27,1,2,1,0,0,2,0,5,0,6,1,42,1
346d9c70d2ba20dc1a81f95ab903c6aef660e1230,50,252,2,96,20642,204,6,14,1365,210,0,28,9,3,361,22,47,171,36,2,290,0
346d9c70d2ba20dc1a81f95ab903c6aef660e1231,45,252,1,91,20642,204,6,0,1365,210,0,28,9,3,361,22,47,171,36,2,290,1
3543e17967699b89edba7436c932853f9580dd9c1,34,439,6,229,3222,122,62,37,2038,149,13,113,13,12,66,140,260,56,171,18,695,1
3544af853590da265bed4eedbb6020b1808209320,21,40,4,71,71,16,3,6,291,17,0,7,7,0,43,6,24,8,18,5,185,0
3544af853590da265bed4eedbb6020b1808209321,24,40,3,71,71,16,3,0,291,17,0,7,6,0,43,6,24,8,18,5,185,1
356eaa86278dcda5f976e7166937a6bc729a22c20,9,33,2,36,28,8,0,11,131,8,8,9,0,2,0,7,35,1,32,4,49,0
356eaa86278dcda5f976e7166937a6bc729a22c21,16,32,1,36,28,8,0,0,130,8,8,8,0,2,0,7,35,1,32,4,49,1
3580b49e0b380879f7fb325b065503d35d0d9a4b0,32,91,4,99,115,20,13,7,381,9,9,26,3,10,34,62,93,10,70,9,195,0
3580b49e0b380879f7fb325b065503d35d0d9a4b1,39,95,4,98,115,21,15,0,420,10,9,26,2,10,34,64,100,12,75,9,212,1
358bbc20f151e2fb2f321ab42dce5f68b340bfd30,16,26,3,42,0,12,13,3,149,2,0,10,0,0,10,4,34,1,21,2,89,0
358bbc20f151e2fb2f321ab42dce5f68b340bfd31,19,26,2,42,0,12,13,0,150,2,0,10,0,0,10,4,34,1,21,2,89,1
35b3cc560d30012acc764130d4675626aa0639cb0,29,114,8,77,801,55,32,3,628,26,5,17,0,19,3,43,158,75,113,6,297,0
35b3cc560d30012acc764130d4675626aa0639cb1,27,114,5,76,801,55,32,0,628,26,5,17,0,19,3,43,158,75,113,6,297,1
35f84ebe81f0e4fb0dd5cb28500c257b42ef9d861,2,1,1,4,0,1,0,1,10,1,0,0,0,0,1,1,0,0,1,0,42,1
35fa4c78c98d462c07df3436daf5323f67c7ca510,6,90,1,43,48,13,5,10,220,27,7,26,0,2,6,12,29,5,26,3,73,0
35fa4c78c98d462c07df3436daf5323f67c7ca511,9,89,1,40,48,13,5,0,216,27,6,26,0,2,6,12,28,5,25,3,69,1
36355067284a3a89735edb0e745f50be45619b180,5,4,2,8,0,2,3,1,52,2,0,0,1,0,4,0,3,2,3,2,98,0
36355067284a3a89735edb0e745f50be45619b181,5,4,2,3,0,2,2,0,49,2,0,0,1,0,2,0,2,1,2,2,93,1
3637844fca1d72e94df1c6494f65ea813d978ab10,7,175,1,138,1389,55,83,91,896,36,16,21,12,0,254,103,266,118,189,6,316,0
3637844fca1d72e94df1c6494f65ea813d978ab11,29,175,1,126,1385,55,83,0,896,36,16,21,12,0,254,103,266,118,189,6,316,1
3655cfc1282b228cb6206fd8e1b7eedebd8e8a9a0,10,11,1,16,9,7,2,2,43,2,1,3,0,0,7,0,10,0,10,1,35,0
3655cfc1282b228cb6206fd8e1b7eedebd8e8a9a1,11,11,1,16,9,7,2,0,43,2,1,3,0,0,6,0,10,0,10,1,35,1
365647ae506f51beb686b2215fac2f864056c0c30,32,96,3,103,304,62,5,0,336,7,0,6,0,7,0,2,9,0,6,1,196,0
365647ae506f51beb686b2215fac2f864056c0c31,21,97,2,103,304,62,5,0,338,7,0,6,0,7,0,2,9,0,6,1,196,1
36d81f85f6ea5b4156635a0796b6209e31dac4b31,16,291,3,60,890,51,25,49,1098,90,14,48,0,167,12,298,364,496,254,5,413,1
3710a3ec908f3a16394fbaf76db7815ef2f91a1f0,7,14,1,14,0,9,3,0,52,1,0,0,0,0,0,0,5,0,3,1,34,0
3710a3ec908f3a16394fbaf76db7815ef2f91a1f1,5,14,1,13,0,9,3,0,51,1,0,0,0,0,0,0,5,0,3,1,34,1
3713aa8aa6e6c4eb3a5832154f4e1f55106fd0880,43,150,16,190,201,71,16,34,1211,79,6,40,4,21,18,20,88,7,108,16,335,0
3713aa8aa6e6c4eb3a5832154f4e1f55106fd0881,90,150,8,170,201,71,16,0,1211,79,6,40,4,21,18,20,88,7,108,16,335,1
3714751b95ca1659c1ffbb056aa1f4e3abfc58130,11,46,2,32,0,6,46,24,284,9,4,7,1,3,52,26,126,15,85,6,124,0
3714751b95ca1659c1ffbb056aa1f4e3abfc58131,21,46,2,28,0,6,46,0,284,9,4,7,1,3,52,26,126,15,85,6,124,1
371775fba6a85d185e4807b6da735e908819d1de0,39,77,8,87,115,32,24,1,490,6,3,24,0,13,2,37,86,25,66,6,402,0
371775fba6a85d185e4807b6da735e908819d1de1,32,77,7,85,115,32,24,0,489,6,3,24,0,13,2,37,86,25,66,6,402,1
37283b72845fac40252300ecde8358846736c9bc0,14,33,1,76,0,14,7,1,179,12,2,2,1,1,7,2,20,4,15,4,86,0
37283b72845fac40252300ecde8358846736c9bc1,17,33,1,73,0,14,7,0,179,12,2,2,1,1,8,2,20,4,15,4,86,1
3774a228787131a059b6a4c731b3669392ae595a1,10,31,2,24,3,3,0,2,73,12,2,13,0,2,3,11,12,0,11,4,63,1
3787b4fc83fe68151e301dcdbd4e366dbfbe35e10,26,97,2,138,111,24,9,16,478,18,11,12,8,1,119,35,98,29,79,4,238,0
3787b4fc83fe68151e301dcdbd4e366dbfbe35e11,51,97,2,118,111,24,9,0,475,18,11,12,8,1,118,35,98,29,79,4,238,1
37d6eb7feb8c6bc5f88fc2a38c862a1cff94eac60,11,19,2,14,9,6,3,0,63,3,0,7,1,4,2,5,14,1,10,4,58,0
37d6eb7feb8c6bc5f88fc2a38c862a1cff94eac61,7,18,1,14,6,5,3,0,60,2,0,7,1,4,2,5,14,1,10,4,57,1
37d7f26d05423d663da9619d3f06d64b0d6a8c9c0,17,33,1,43,0,5,4,4,113,13,5,4,1,4,2,2,16,2,18,5,68,0
37d7f26d05423d663da9619d3f06d64b0d6a8c9c1,16,33,1,43,0,5,4,0,108,12,5,4,1,4,2,2,16,2,18,5,68,1
3816d6890382c0582a4b9e4c830851eebd59bada0,2,85,1,61,74,25,12,10,298,31,7,33,3,5,3,19,36,0,29,4,178,0
3816d6890382c0582a4b9e4c830851eebd59bada1,21,82,1,55,74,25,12,0,291,31,7,31,2,5,3,19,36,0,29,4,178,1
38222daa581ac1f15f95f1be5391a2894a8704760,2,7,2,8,15,6,1,1,29,2,1,0,0,0,1,1,3,0,3,1,39,0
38222daa581ac1f15f95f1be5391a2894a8704761,7,6,1,6,10,5,1,0,26,1,1,0,0,0,1,1,3,0,3,1,35,1
38b8225441213610ad1c3d4e3c787e3a3517077b1,18,56,1,56,115,22,21,6,263,6,10,18,0,0,0,74,75,14,64,8,122,1
38b930eb725fb21ec83e328a4665cee6f268c9340,10,75,4,61,91,30,15,0,403,15,9,17,5,0,7,10,43,3,35,4,213,0
38b930eb725fb21ec83e328a4665cee6f268c9341,16,69,2,53,100,26,13,0,375,14,9,15,5,0,7,9,40,3,32,7,196,1
38bc1b2176bc8dc9ceb9d2e95145e0413222fa0a0,24,223,2,153,6,25,5,4,760,28,15,51,19,19,55,59,146,37,71,6,219,0
38bc1b2176bc8dc9ceb9d2e95145e0413222fa0a1,25,222,1,142,6,25,5,0,759,28,15,50,19,19,55,58,145,37,71,6,219,1
38bc70d16c50c6a6c4bc4b29aed154b8517f791f0,18,47,2,48,21,7,1,1,205,17,4,12,1,4,15,48,50,19,35,3,117,0
38bc70d16c50c6a6c4bc4b29aed154b8517f791f1,22,47,1,47,21,7,1,0,202,17,4,12,1,4,15,48,50,19,35,3,117,1
38c4e1c596111abc6c4dde42c883dcdbef1ae48e0,3,15,1,7,10,5,0,0,78,10,1,2,0,0,0,14,12,3,9,3,38,0
38c4e1c596111abc6c4dde42c883dcdbef1ae48e1,4,12,1,4,10,5,0,0,66,8,1,2,0,0,0,12,10,3,7,2,35,1
38e3aeb6f2c37972435746451408b41bc7b6df8e0,55,96,4,121,0,38,25,27,759,22,4,18,31,0,48,6,85,4,72,6,475,0
38e3aeb6f2c37972435746451408b41bc7b6df8e1,70,95,4,116,0,38,25,0,753,22,4,17,31,0,48,6,84,4,71,5,473,1
39bfb0ba403748cde8d7947f6b92f352a112e1611,51,305,7,176,2018,81,55,3,1195,31,10,81,0,23,61,104,188,33,141,7,523,1
39d3b05d44de199a5300d6b4302cbb41e20337530,57,474,19,256,3459,131,74,18,2464,94,29,108,1,16,54,214,477,109,318,14,1093,0
39d3b05d44de199a5300d6b4302cbb41e20337531,48,474,10,245,3459,131,74,0,2464,94,29,108,1,16,54,214,477,109,318,14,1093,1
39eb036b0e8f949d54c71469d76e5390952d4b1c0,23,163,5,128,206,30,22,4,602,20,8,25,0,48,19,372,182,175,133,4,213,0
39eb036b0e8f949d54c71469d76e5390952d4b1c1,27,163,2,125,206,30,22,0,602,20,8,25,0,48,19,372,182,175,133,4,213,1
3a178c4d191ae1b1eef473b49ae1888fdee40ed40,6,11,2,4,0,4,2,0,75,1,3,0,0,16,0,23,36,39,30,5,66,0
3a178c4d191ae1b1eef473b49ae1888fdee40ed41,3,11,1,4,0,4,2,0,75,1,3,0,0,16,0,23,36,39,30,5,66,1
3a2a0436f6c6084bd1fe9061eaf7dc3706f21df30,3,9,1,0,36,9,0,0,30,9,0,0,0,0,20,9,0,0,0,0,50,0
3a2a0436f6c6084bd1fe9061eaf7dc3706f21df31,3,9,1,0,36,9,0,0,30,9,0,0,0,0,20,9,0,0,0,0,47,1
3a2fe01c516e416cdcd0fbda850f9dc3587408680,17,32,1,33,15,19,8,4,161,5,3,1,0,0,0,6,53,21,27,3,79,0
3a2fe01c516e416cdcd0fbda850f9dc3587408681,12,32,1,33,15,19,8,0,161,5,3,1,0,0,0,6,53,21,27,3,79,1
